yyyymm	Index	D12	E12	b/m	tbl	AAA	BAA	lty	ntis	Rfree	infl	ltr	corpr	svar	csp	CRSP_SPvw	CRSP_SPvwx
192202	7.46	0.4683	0.3567	0.5640065528	0.0381	0.0529	0.0755	0.0450	NaN	0.0031750000	-0.0019743000	NaN	NaN	0.0006195672	NaN	NaN	NaN
192203	7.74	0.4725	0.3900	0.5210555867	0.0355	0.0523	0.0745	0.0441	NaN	0.0029583333	-0.0119286000	NaN	NaN	0.0006925002	NaN	NaN	NaN
192204	8.21	0.4767	0.4233	0.5047318612	0.0321	0.0515	0.0714	0.0428	NaN	0.0026750000	0.0000000000	NaN	NaN	0.0010940970	NaN	NaN	NaN
192205	8.53	0.4808	0.4567	0.4852033881	0.0325	0.0513	0.0689	0.0426	NaN	0.0027083333	0.0000000000	NaN	NaN	0.0008032828	NaN	NaN	NaN
192206	8.45	0.4850	0.4900	0.4993005488	0.0325	0.0508	0.0697	0.0424	NaN	0.0027083333	0.0019980000	NaN	NaN	0.0017435654	NaN	NaN	NaN
192207	8.51	0.4892	0.5233	0.4781040701	0.0320	0.0500	0.0689	0.0414	NaN	0.0026666667	0.0019940000	NaN	NaN	0.0014760809	NaN	NaN	NaN
192208	8.83	0.4933	0.5567	0.4604088113	0.0313	0.0496	0.0685	0.0412	NaN	0.0026083333	-0.0100101000	NaN	NaN	0.0009882856	NaN	NaN	NaN
192209	9.06	0.4975	0.5900	0.4777594728	0.0334	0.0493	0.0675	0.0419	NaN	0.0027833333	0.0020101000	NaN	NaN	0.0013522609	NaN	NaN	NaN
192210	9.26	0.5017	0.6233	0.4827801477	0.0371	0.0497	0.0678	0.0430	NaN	0.0030916667	0.0060060000	NaN	NaN	0.0016963632	NaN	NaN	NaN
192211	8.80	0.5058	0.6567	0.4902271527	0.0366	0.0509	0.0698	0.0433	NaN	0.0030500000	0.0039841000	NaN	NaN	0.0024352112	NaN	NaN	NaN
192212	8.78	0.5100	0.6900	0.4726494856	0.0365	0.0508	0.0702	0.0432	NaN	0.0030416667	0.0039683000	NaN	NaN	0.0007553687	NaN	NaN	NaN
192301	8.90	0.5117	0.7142	0.4762393513	0.0366	0.0504	0.0698	0.0432	NaN	0.0030500000	-0.0039683000	NaN	NaN	0.0005804056	NaN	NaN	NaN
192302	9.28	0.5133	0.7383	0.4465832531	0.0365	0.0507	0.0697	0.0433	NaN	0.0030416667	-0.0019901000	NaN	NaN	0.0004755236	NaN	NaN	NaN
192303	9.43	0.5150	0.7625	0.5020920502	0.0412	0.0513	0.0709	0.0438	NaN	0.0034333333	0.0039761000	NaN	NaN	0.0005610002	NaN	NaN	NaN
192304	9.10	0.5167	0.7867	0.5244968490	0.0413	0.0522	0.0717	0.0439	NaN	0.0034416667	0.0039604000	NaN	NaN	0.0009778051	NaN	NaN	NaN
192305	8.67	0.5183	0.8108	0.5290679791	0.0395	0.0516	0.0717	0.0437	NaN	0.0032916667	0.0019743000	NaN	NaN	0.0027567961	NaN	NaN	NaN
192306	8.34	0.5200	0.8350	0.5837104072	0.0384	0.0515	0.0721	0.0434	NaN	0.0032000000	0.0058997000	NaN	NaN	0.0029689465	NaN	NaN	NaN
192307	8.06	0.5217	0.8592	0.5937176389	0.0391	0.0514	0.0734	0.0434	NaN	0.0032583333	0.0097562000	NaN	NaN	0.0023723736	NaN	NaN	NaN
192308	8.10	0.5233	0.8833	0.5521078536	0.0386	0.0508	0.0738	0.0435	NaN	0.0032166667	-0.0038911000	NaN	NaN	0.0009708819	NaN	NaN	NaN
192309	8.15	0.5250	0.9075	0.5865636012	0.0401	0.0512	0.0738	0.0436	NaN	0.0033416667	0.0058309000	NaN	NaN	0.0012206401	NaN	NaN	NaN
192310	8.03	0.5267	0.9317	0.5828532701	0.0422	0.0511	0.0746	0.0440	NaN	0.0035166667	0.0019361000	NaN	NaN	0.0016334345	NaN	NaN	NaN
192311	8.27	0.5283	0.9558	0.5588044185	0.0394	0.0509	0.0740	0.0437	NaN	0.0032833333	0.0019324000	NaN	NaN	0.0005984341	NaN	NaN	NaN
192312	8.55	0.5300	0.9800	0.5402010050	0.0388	0.0509	0.0738	0.0435	NaN	0.0032333333	0.0000000000	NaN	NaN	0.0005806652	NaN	NaN	NaN
192401	8.83	0.5317	0.9758	0.5126167296	0.0376	0.0509	0.0724	0.0430	NaN	0.0031333333	-0.0019324000	NaN	NaN	0.0007475124	NaN	NaN	NaN
192402	8.87	0.5333	0.9717	0.5307549887	0.0354	0.0509	0.0714	0.0428	NaN	0.0029500000	-0.0038760000	NaN	NaN	0.0015194860	NaN	NaN	NaN
192403	8.70	0.5350	0.9675	0.5945597248	0.0357	0.0510	0.0708	0.0428	NaN	0.0029750000	-0.0058423000	NaN	NaN	0.0007759294	NaN	NaN	NaN
192404	8.50	0.5367	0.9633	0.6101732318	0.0338	0.0508	0.0703	0.0423	NaN	0.0028166667	-0.0039139000	NaN	NaN	0.0010947745	NaN	NaN	NaN
192405	8.47	0.5383	0.9592	0.6151279199	0.0229	0.0504	0.0697	0.0415	NaN	0.0019083333	0.0000000000	NaN	NaN	0.0007352696	NaN	NaN	NaN
192406	8.63	0.5400	0.9550	0.5738300301	0.0244	0.0499	0.0682	0.0398	NaN	0.0020333333	0.0000000000	NaN	NaN	0.0007646756	NaN	NaN	NaN
192407	9.03	0.5417	0.9508	0.5414137458	0.0192	0.0495	0.0667	0.0394	NaN	0.0016000000	0.0019589000	NaN	NaN	0.0003772822	NaN	NaN	NaN
192408	9.34	0.5433	0.9467	0.5310159401	0.0190	0.0495	0.0669	0.0391	NaN	0.0015833333	-0.0019589000	NaN	NaN	0.0006937238	NaN	NaN	NaN
192409	9.25	0.5450	0.9425	0.5360604886	0.0214	0.0495	0.0673	0.0392	NaN	0.0017833333	0.0039139000	NaN	NaN	0.0008699719	NaN	NaN	NaN
192410	9.13	0.5467	0.9383	0.5314241784	0.0241	0.0492	0.0662	0.0387	NaN	0.0020083333	0.0038986000	NaN	NaN	0.0011261584	NaN	NaN	NaN
192411	9.64	0.5483	0.9342	0.4977497750	0.0258	0.0494	0.0654	0.0390	NaN	0.0021500000	0.0038835000	NaN	NaN	0.0009510546	NaN	NaN	NaN
192412	10.16	0.5500	0.9300	0.4588830802	0.0257	0.0495	0.0646	0.0396	NaN	0.0021416667	0.0019361000	NaN	NaN	0.0010657235	NaN	NaN	NaN
192501	10.58	0.5542	0.9567	0.4478095392	0.0261	0.0495	0.0644	0.0396	NaN	0.0021750000	0.0019324000	NaN	NaN	0.0010541617	NaN	NaN	NaN
192502	10.67	0.5583	0.9833	0.4523887435	0.0262	0.0495	0.0636	0.0395	NaN	0.0021833333	-0.0038685000	NaN	NaN	0.0010555413	NaN	NaN	NaN
192503	10.39	0.5625	1.0100	0.5224839400	0.0278	0.0491	0.0636	0.0396	NaN	0.0023166667	0.0019361000	NaN	NaN	0.0029532947	NaN	NaN	NaN
192504	10.28	0.5667	1.0370	0.5082909758	0.0278	0.0487	0.0641	0.0393	NaN	0.0023166667	-0.0019361000	NaN	NaN	0.0007462061	NaN	NaN	NaN
192505	10.61	0.5708	1.0630	0.4694113120	0.0273	0.0483	0.0630	0.0387	NaN	0.0022750000	0.0038685000	NaN	NaN	0.0005203227	NaN	NaN	NaN
192506	10.80	0.5750	1.0900	0.4656133120	0.0286	0.0483	0.0618	0.0379	NaN	0.0023833333	0.0115164000	NaN	NaN	0.0008416071	NaN	NaN	NaN
192507	11.10	0.5792	1.1170	0.4558702638	0.0306	0.0487	0.0620	0.0379	NaN	0.0025500000	0.0132703000	NaN	NaN	0.0003774898	NaN	NaN	NaN
192508	11.25	0.5833	1.1430	0.4320725315	0.0301	0.0490	0.0624	0.0385	NaN	0.0025083333	0.0000000000	NaN	NaN	0.0005439025	NaN	NaN	NaN
192509	11.51	0.5875	1.1700	0.4252056322	0.0317	0.0487	0.0620	0.0385	NaN	0.0026416667	-0.0037736000	NaN	NaN	0.0014562890	NaN	NaN	NaN
192510	11.89	0.5917	1.1970	0.3919049149	0.0353	0.0485	0.0617	0.0382	NaN	0.0029416667	0.0037736000	NaN	NaN	0.0007475307	NaN	NaN	NaN
192511	12.26	0.5958	1.2230	0.4037595976	0.0365	0.0484	0.0617	0.0379	NaN	0.0030416667	0.0168071000	NaN	NaN	0.0027194780	NaN	NaN	NaN
192512	12.46	0.6000	1.2500	0.3893782714	0.0351	0.0485	0.0615	0.0380	NaN	0.0029250000	-0.0055710000	NaN	NaN	0.0005126819	NaN	NaN	NaN
192601	12.74	0.6075	1.2490	0.3876707976	0.0349	0.0482	0.0609	0.0374	NaN	0.0029083333	0.0000000000	0.0138	0.0072	0.0008582789	NaN	-0.001071	-0.003302
192602	12.18	0.6150	1.2480	0.3943625550	0.0318	0.0477	0.0602	0.0372	NaN	0.0026500000	-0.0037313000	0.0063	0.0045	0.0010969586	NaN	-0.033539	-0.038076
192603	11.46	0.6225	1.2480	0.4940908444	0.0314	0.0479	0.0605	0.0371	NaN	0.0026166667	-0.0056233000	0.0041	0.0084	0.0060522476	NaN	-0.057891	-0.062223
192604	11.72	0.6300	1.2470	0.4829169856	0.0308	0.0474	0.0598	0.0368	NaN	0.0025666667	0.0093546000	0.0076	0.0097	0.0014796736	NaN	0.038588	0.034868
192605	11.81	0.6375	1.2460	0.4838597225	0.0317	0.0471	0.0586	0.0369	NaN	0.0026416667	-0.0056023000	0.0014	0.0044	0.0006899796	NaN	0.013211	0.008704
192606	12.32	0.6450	1.2450	0.4534762154	0.0293	0.0472	0.0580	0.0368	NaN	0.0024416667	-0.0075188000	0.0038	0.0004	0.0006029055	NaN	0.056418	0.050204
192607	12.88	0.6525	1.2440	0.4332625796	0.0311	0.0471	0.0579	0.0370	NaN	0.0025916667	-0.0094787000	0.0004	0.0057	0.0006425980	NaN	0.040451	0.038209
192608	13.10	0.6600	1.2430	0.4270506430	0.0327	0.0472	0.0581	0.0373	NaN	0.0027250000	-0.0057307000	0.0000	0.0044	0.0012107096	NaN	0.029926	0.025844
192609	13.40	0.6675	1.2420	0.4387129401	0.0342	0.0472	0.0579	0.0372	NaN	0.0028500000	0.0057307000	0.0038	0.0057	0.0007432155	NaN	0.013396	0.009110
192610	12.98	0.6750	1.2420	0.4603343062	0.0358	0.0471	0.0581	0.0367	NaN	0.0029833333	0.0038023000	0.0102	0.0097	0.0021617323	NaN	-0.030173	-0.032438
192611	13.27	0.6825	1.2410	0.4433088470	0.0335	0.0468	0.0577	0.0358	NaN	0.0027916667	0.0037879000	0.0160	0.0057	0.0005382712	NaN	0.026927	0.019345
192612	13.49	0.6900	1.2400	0.4414758270	0.0307	0.0468	0.0568	0.0354	0.0464245137	0.0025583333	0.0000000000	0.0078	0.0056	0.0004652074	NaN	0.026094	0.020380
192701	13.21	0.6967	1.2290	0.4437056454	0.0323	0.0466	0.0561	0.0351	0.0463545621	0.0026916667	-0.0075902000	0.0075	0.0056	0.0004707151	NaN	-0.002868	-0.005523
192702	13.84	0.7033	1.2180	0.4285008644	0.0329	0.0467	0.0559	0.0347	0.0476922426	0.0027416667	-0.0076482000	0.0088	0.0069	0.0002875602	NaN	0.045543	0.040580
192703	13.93	0.7100	1.2080	0.4697651174	0.0320	0.0462	0.0554	0.0331	0.0449966444	0.0026666667	-0.0057748000	0.0253	0.0083	0.0009217667	NaN	0.007281	0.002563
192704	14.17	0.7167	1.1970	0.4567541302	0.0339	0.0458	0.0548	0.0333	0.0461966756	0.0028250000	0.0000000000	-0.0005	0.0055	0.0006094008	NaN	0.013026	0.010926
192705	14.91	0.7233	1.1860	0.4347826087	0.0333	0.0457	0.0550	0.0327	0.0457100715	0.0027750000	0.0076923000	0.0109	-0.0011	0.0003983256	NaN	0.062314	0.057050
192706	14.77	0.7300	1.1750	0.4523852494	0.0307	0.0458	0.0555	0.0334	0.0657103402	0.0025583333	0.0095330000	-0.0069	0.0043	0.0008275283	NaN	-0.020345	-0.025687
192707	15.73	0.7367	1.1640	0.4145534730	0.0296	0.0460	0.0555	0.0333	0.0684161820	0.0024666667	-0.0191577000	0.0050	0.0003	0.0004252945	NaN	0.084446	0.081696
192708	16.43	0.7433	1.1530	0.3962274092	0.0270	0.0456	0.0548	0.0329	0.0611098977	0.0022500000	-0.0058196000	0.0076	0.0083	0.0012778349	NaN	0.033283	0.028581
192709	17.14	0.7500	1.1430	0.3805860620	0.0268	0.0454	0.0542	0.0330	0.1001745486	0.0022333333	0.0058196000	0.0018	0.0149	0.0011247262	NaN	0.052868	0.048942
192710	16.23	0.7567	1.1320	0.4138006933	0.0308	0.0451	0.0538	0.0325	0.1004759995	0.0025666667	0.0057859000	0.0099	0.0055	0.0015625344	NaN	-0.046951	-0.049096
192711	17.33	0.7633	1.1210	0.3793955905	0.0304	0.0449	0.0535	0.0320	0.0878267087	0.0025333333	-0.0019249000	0.0097	0.0068	0.0009298366	NaN	0.070506	0.064221
192712	17.66	0.7700	1.1100	0.3746885899	0.0317	0.0446	0.0532	0.0316	0.0739547297	0.0026416667	-0.0019286000	0.0072	0.0068	0.0006061891	NaN	0.019300	0.014401
192801	17.57	0.7767	1.1330	0.3786696208	0.0331	0.0446	0.0535	0.0321	0.0564361787	0.0027583333	-0.0019324000	-0.0036	0.0027	0.0008614511	NaN	-0.007385	-0.009393
192802	17.26	0.7833	1.1550	0.3860765992	0.0333	0.0446	0.0533	0.0318	0.0503170706	0.0027750000	-0.0097182000	0.0061	0.0068	0.0006888497	NaN	-0.012145	-0.016283
192803	19.13	0.7900	1.1770	0.3632548380	0.0327	0.0446	0.0532	0.0317	0.0464693095	0.0027250000	0.0000000000	0.0045	0.0041	0.0013907813	NaN	0.105876	0.101760
192804	19.75	0.7967	1.2000	0.3680952606	0.0362	0.0446	0.0533	0.0319	0.0437327457	0.0030166667	0.0019512000	-0.0004	0.0014	0.0014882798	NaN	0.034905	0.032912
192805	20.00	0.8033	1.2220	0.3543969792	0.0390	0.0449	0.0542	0.0327	0.0428048145	0.0032500000	0.0058309000	-0.0077	-0.0078	0.0019058666	NaN	0.012649	0.007740
192806	19.19	0.8100	1.2450	0.3702999477	0.0392	0.0457	0.0555	0.0326	0.0433745724	0.0032666667	-0.0077821000	0.0041	-0.0024	0.0036484819	NaN	-0.034381	-0.038768
192807	19.43	0.8167	1.2680	0.3606481481	0.0412	0.0461	0.0558	0.0344	0.0519191577	0.0034333333	0.0000000000	-0.0217	-0.0010	0.0016851643	NaN	0.010540	0.008692
192808	20.87	0.8233	1.2900	0.3240297825	0.0436	0.0464	0.0561	0.0341	0.0504018776	0.0036333333	0.0019512000	0.0076	0.0083	0.0012333717	NaN	0.070265	0.065522
192809	21.37	0.8300	1.3120	0.3281658101	0.0457	0.0461	0.0559	0.0346	0.0214187229	0.0038083333	0.0077670000	-0.0041	0.0030	0.0006511953	NaN	0.021812	0.019350
192810	21.68	0.8367	1.3350	0.3089308376	0.0470	0.0461	0.0558	0.0336	0.0275534066	0.0039166667	-0.0019361000	0.0158	0.0083	0.0006851369	NaN	0.014503	0.012728
192811	24.28	0.8433	1.3570	0.2655259391	0.0426	0.0458	0.0555	0.0338	0.0325931452	0.0035500000	-0.0019399000	0.0003	-0.0036	0.0015168523	NaN	0.122444	0.116141
192812	24.35	0.8500	1.3800	0.2596666667	0.0426	0.0461	0.0560	0.0340	0.0426393693	0.0035500000	-0.0038911000	0.0004	0.0084	0.0040695473	NaN	0.006295	0.002971
192901	25.74	0.8600	1.3990	0.2453466033	0.0466	0.0462	0.0563	0.0349	0.0625380106	0.0038833333	-0.0019512000	-0.0090	0.0043	0.0017545196	NaN	0.054478	0.052854
192902	25.59	0.8700	1.4180	0.2454238997	0.0439	0.0466	0.0566	0.0363	0.0670247009	0.0036583333	-0.0019550000	-0.0157	0.0030	0.0026324705	NaN	-0.003557	-0.006822
192903	25.53	0.8800	1.4380	0.2723004695	0.0460	0.0470	0.0579	0.0377	0.0772306356	0.0038333333	-0.0039216000	-0.0144	-0.0087	0.0035832549	NaN	0.001263	-0.002173
192904	25.94	0.8900	1.4570	0.2633969119	0.0480	0.0469	0.0580	0.0358	0.0962366245	0.0040000000	-0.0039370000	0.0275	0.0019	0.0022888276	NaN	0.019481	0.018154
192905	24.83	0.9000	1.4760	0.2827746209	0.0509	0.0470	0.0580	0.0373	0.1142213298	0.0042416667	0.0058997000	-0.0162	0.0045	0.0047066449	NaN	-0.041052	-0.045849
192906	27.62	0.9100	1.4950	0.2535805819	0.0480	0.0477	0.0594	0.0367	0.1148076320	0.0040000000	0.0039139000	0.0110	-0.0046	0.0013221115	NaN	0.111227	0.108448
192907	28.88	0.9200	1.5140	0.2418751798	0.0455	0.0477	0.0595	0.0369	0.1100892047	0.0037916667	0.0097182000	0.0000	0.0020	0.0012717834	NaN	0.049792	0.047960
192908	31.71	0.9300	1.5330	0.2211237609	0.0470	0.0479	0.0604	0.0375	0.1144649571	0.0039166667	0.0038610000	-0.0034	0.0020	0.0033394622	NaN	0.095523	0.091397
192909	30.16	0.9400	1.5520	0.2448682487	0.0458	0.0480	0.0612	0.0375	0.1205468300	0.0038166667	-0.0019286000	0.0027	0.0034	0.0033690889	NaN	-0.050994	-0.053151
192910	24.15	0.9500	1.5720	0.3074841870	0.0437	0.0477	0.0611	0.0347	0.1585800875	0.0036416667	0.0000000000	0.0382	0.0073	0.0527217446	NaN	-0.184901	-0.186870
192911	20.92	0.9600	1.5910	0.3519564763	0.0347	0.0476	0.0603	0.0331	0.1760193866	0.0028916667	-0.0019324000	0.0236	-0.0018	0.0358165545	NaN	-0.124565	-0.129553
192912	21.45	0.9700	1.6100	0.3384578236	0.0303	0.0467	0.0595	0.0340	0.1655764275	0.0025250000	-0.0058196000	-0.0089	0.0192	0.0100900159	NaN	0.027682	0.023433
193001	22.79	0.9708	1.5570	0.3148162012	0.0339	0.0466	0.0592	0.0347	0.1540586776	0.0028250000	-0.0038986000	-0.0057	0.0059	0.0014198303	NaN	0.059899	0.057262
193002	23.28	0.9717	1.5030	0.3102061894	0.0336	0.0469	0.0589	0.0339	0.1465243634	0.0028000000	-0.0039139000	0.0129	0.0072	0.0017165788	NaN	0.025694	0.021192
193003	25.14	0.9725	1.4500	0.3191191891	0.0295	0.0462	0.0573	0.0335	0.1315931164	0.0024583333	-0.0058997000	0.0083	0.0138	0.0014639222	NaN	0.071505	0.068506
193004	24.90	0.9733	1.3970	0.3269705977	0.0300	0.0460	0.0570	0.0338	0.1162317972	0.0025000000	0.0058997000	-0.0016	0.0084	0.0019151318	NaN	-0.014204	-0.016133
193005	24.49	0.9742	1.3430	0.3319155124	0.0241	0.0460	0.0572	0.0329	0.1115318509	0.0020083333	-0.0058997000	0.0139	0.0057	0.0045839653	NaN	-0.010744	-0.014919
193006	20.46	0.9750	1.2900	0.4033754529	0.0189	0.0457	0.0578	0.0328	0.1139038815	0.0015750000	-0.0059347000	0.0051	0.0110	0.0142501521	NaN	-0.155294	-0.158773
193007	21.21	0.9758	1.2370	0.3901876149	0.0183	0.0452	0.0577	0.0327	0.1250140470	0.0015250000	-0.0139862000	0.0034	0.0056	0.0048588270	NaN	0.038034	0.035729
193008	21.37	0.9767	1.1830	0.3797521005	0.0153	0.0447	0.0573	0.0328	0.1062012295	0.0012750000	-0.0060545000	0.0013	0.0136	0.0040028433	NaN	0.011169	0.006573
193009	18.59	0.9775	1.1300	0.4455832113	0.0177	0.0442	0.0565	0.0324	0.1100543611	0.0014750000	0.0060545000	0.0074	0.0108	0.0036910133	NaN	-0.122891	-0.126988
193010	16.94	0.9783	1.0770	0.4979547314	0.0174	0.0442	0.0594	0.0324	0.1170594289	0.0014500000	-0.0060545000	0.0035	0.0054	0.0127614005	NaN	-0.083573	-0.086344
193011	16.57	0.9792	1.0230	0.5046708308	0.0140	0.0447	0.0625	0.0322	0.1180042621	0.0011666667	-0.0081301000	0.0042	-0.0012	0.0071407536	NaN	-0.020230	-0.024573
193012	15.34	0.9800	0.9700	0.5547454126	0.0148	0.0452	0.0671	0.0330	0.1315247400	0.0012333333	-0.0143887000	-0.0070	-0.0090	0.0081312685	NaN	-0.071240	-0.077476
193101	16.09	0.9667	0.9400	0.5391520019	0.0124	0.0442	0.0641	0.0343	0.1079929466	0.0010333333	-0.0145988000	-0.0121	0.0203	0.0052082990	NaN	0.059055	0.056283
193102	17.93	0.9533	0.9100	0.4796679626	0.0106	0.0443	0.0638	0.0338	0.0997844817	0.0008833333	-0.0148151000	0.0085	0.0068	0.0028905938	NaN	0.110680	0.105004
193103	16.69	0.9400	0.8800	0.5291250870	0.0138	0.0439	0.0644	0.0332	0.0928131523	0.0011500000	-0.0064171000	0.0104	0.0094	0.0041846449	NaN	-0.069140	-0.073650
193104	15.09	0.9267	0.8500	0.6032144983	0.0149	0.0440	0.0672	0.0327	0.0988028042	0.0012416667	-0.0064586000	0.0086	0.0067	0.0067052456	NaN	-0.092671	-0.095198
193105	13.02	0.9133	0.8200	0.7099486221	0.0088	0.0437	0.0715	0.0317	0.0946301281	0.0007333333	-0.0108579000	0.0145	0.0134	0.0068890755	NaN	-0.137115	-0.142462
193106	14.83	0.9000	0.7900	0.6072712745	0.0055	0.0436	0.0736	0.0319	0.0842861796	0.0004583333	-0.0109771000	0.0004	0.0052	0.0233216512	NaN	0.146359	0.139632
193107	13.73	0.8867	0.7600	0.6736095723	0.0041	0.0436	0.0708	0.0325	0.0489690040	0.0003416667	-0.0022099000	-0.0042	0.0052	0.0070690068	NaN	-0.075520	-0.078651
193108	13.86	0.8733	0.7300	0.6541854960	0.0042	0.0440	0.0747	0.0326	0.0352910234	0.0003500000	-0.0022148000	0.0012	0.0012	0.0045667776	NaN	0.007923	0.002453
193109	9.71	0.8600	0.7000	0.9440016561	0.0045	0.0455	0.0807	0.0353	0.0619536685	0.0003750000	-0.0044445000	-0.0281	-0.0014	0.0234725937	NaN	-0.287344	-0.291392
193110	10.53	0.8467	0.6700	0.8771761085	0.0170	0.0499	0.0904	0.0385	0.0286142123	0.0014166667	-0.0067039000	-0.0330	-0.0363	0.0428248600	NaN	0.076849	0.072906
193111	9.50	0.8333	0.6400	0.9715564078	0.0177	0.0494	0.0893	0.0385	0.0355226616	0.0014750000	-0.0112741000	0.0027	-0.0189	0.0114442218	NaN	-0.101061	-0.109564
193112	8.12	0.8200	0.6100	1.1707317073	0.0241	0.0532	0.1042	0.0407	-0.0110315830	0.0020083333	-0.0091117000	-0.0220	-0.0286	0.0212530522	NaN	-0.137840	-0.145716
193201	7.89	0.7933	0.5933	1.1913781842	0.0248	0.0520	0.0913	0.0390	-0.0100551362	0.0020666667	-0.0208100000	0.0034	-0.0052	0.0174865594	NaN	-0.019283	-0.021569
193202	8.29	0.7667	0.5767	1.1198428291	0.0242	0.0523	0.0887	0.0367	-0.0165188581	0.0020166667	-0.0141179000	0.0413	-0.0238	0.0268540647	NaN	0.053750	0.045415
193203	7.31	0.7400	0.5600	1.1858624454	0.0225	0.0498	0.0883	0.0370	-0.0062931405	0.0018750000	-0.0047506000	-0.0018	0.0356	0.0134300596	NaN	-0.118925	-0.125215
193204	5.83	0.7133	0.5433	1.5537278741	0.0111	0.0517	0.1046	0.0336	-0.0242831086	0.0009250000	-0.0071685000	0.0604	-0.0176	0.0198296257	NaN	-0.206376	-0.208741
193205	4.47	0.6867	0.5267	1.9423334823	0.0031	0.0536	0.1100	0.0349	-0.0326511512	0.0002583333	-0.0144930000	-0.0188	0.0107	0.0232088383	NaN	-0.231522	-0.239497
193206	4.43	0.6600	0.5100	2.0284780579	0.0034	0.0541	0.1100	0.0347	-0.0387903045	0.0002833333	-0.0073260000	0.0065	-0.0009	0.0342892066	NaN	0.002545	-0.006658
193207	6.10	0.6333	0.4933	1.6125440713	0.0022	0.0526	0.1079	0.0320	-0.0132959921	0.0001833333	0.0000000000	0.0481	0.0043	0.0200946428	NaN	0.392541	0.390688
193208	8.39	0.6067	0.4767	1.1878075451	0.0014	0.0491	0.0822	0.0321	-0.0037742015	0.0001166667	-0.0123306000	0.0003	0.0436	0.0405512876	NaN	0.401122	0.393336
193209	8.08	0.5800	0.4600	1.2143655674	0.0003	0.0470	0.0761	0.0319	-0.0015677162	0.0000250000	-0.0049751000	0.0057	0.0301	0.0439115876	NaN	-0.029068	-0.033620
193210	6.96	0.5533	0.4433	1.4038772213	0.0001	0.0464	0.0787	0.0322	-0.0055309404	0.0000083333	-0.0075094000	-0.0017	0.0074	0.0358949332	NaN	-0.141988	-0.143195
193211	6.55	0.5267	0.4267	1.5421472937	0.0001	0.0463	0.0824	0.0322	-0.0060974445	0.0000083333	-0.0050378000	0.0032	0.0073	0.0236274108	NaN	-0.051449	-0.057894
193212	6.89	0.5000	0.4100	1.4420843014	0.0004	0.0459	0.0842	0.0315	-0.0039587875	0.0000333333	-0.0101524000	0.0131	0.0139	0.0102844844	NaN	0.061690	0.053894
193301	6.94	0.4950	0.4125	1.4269293924	0.0007	0.0444	0.0801	0.0308	-0.0054079906	0.0000583333	-0.0154245000	0.0148	0.0547	0.0059661122	NaN	0.013703	0.012330
193302	5.66	0.4900	0.4150	1.6909904651	0.0001	0.0448	0.0837	0.0325	-0.0046779486	0.0000083333	-0.0156661000	-0.0258	-0.0523	0.0159015145	NaN	-0.179350	-0.185777
193303	5.85	0.4850	0.4175	1.4765342960	0.0134	0.0468	0.0891	0.0321	-0.0207964496	0.0011166667	-0.0079261000	0.0097	0.0047	0.0378897034	NaN	0.039090	0.033095
193304	8.32	0.4800	0.4200	1.1190150479	0.0045	0.0478	0.0912	0.0325	0.0027917050	0.0003750000	-0.0026560000	-0.0032	-0.0095	0.0292672175	NaN	0.414143	0.412108
193305	9.64	0.4750	0.4225	0.9283849733	0.0029	0.0463	0.0774	0.0308	-0.0014230091	0.0002416667	0.0026560000	0.0303	0.0588	0.0121300568	NaN	0.174996	0.170398
193306	10.91	0.4700	0.4250	0.8335031588	0.0007	0.0446	0.0707	0.0306	0.0020952250	0.0000583333	0.0105542000	0.0050	0.0190	0.0200316916	NaN	0.137660	0.134188
193307	9.95	0.4650	0.4275	0.9011788036	0.0019	0.0436	0.0662	0.0309	0.0038650624	0.0001583333	0.0284625000	-0.0017	0.0161	0.0334197535	NaN	-0.084934	-0.085674
193308	11.09	0.4600	0.4300	0.7987501221	0.0001	0.0430	0.0677	0.0308	0.0032274747	0.0000083333	0.0101524000	0.0044	0.0093	0.0120831215	NaN	0.123460	0.120039
193309	9.83	0.4550	0.4325	0.8679966044	0.0004	0.0436	0.0727	0.0308	0.0007345594	0.0000333333	0.0000000000	0.0023	-0.0014	0.0143661565	NaN	-0.117982	-0.121020
193310	8.96	0.4500	0.4350	0.9278584392	0.0009	0.0434	0.0749	0.0315	0.0047424047	0.0000750000	0.0000000000	-0.0091	0.0040	0.0280337752	NaN	-0.090661	-0.091633
193311	9.88	0.4450	0.4375	0.8335031588	0.0022	0.0454	0.0798	0.0327	0.0070810947	0.0001833333	0.0000000000	-0.0149	-0.0248	0.0097297979	NaN	0.109031	0.102578
193312	10.10	0.4400	0.4400	0.8290260464	0.0029	0.0450	0.0775	0.0336	0.0074366046	0.0002416667	-0.0050633000	-0.0113	0.0257	0.0056601319	NaN	0.027526	0.025304
193401	11.17	0.4408	0.4442	0.7629173662	0.0072	0.0435	0.0701	0.0321	0.0046759249	0.0006000000	0.0050633000	0.0257	0.0257	0.0066146206	NaN	0.114890	0.113476
193402	10.76	0.4417	0.4483	0.7906437270	0.0062	0.0420	0.0627	0.0317	0.0067453584	0.0005166667	0.0075472000	0.0081	0.0146	0.0055501275	NaN	-0.032875	-0.037274
193403	10.75	0.4425	0.4525	0.8025122121	0.0024	0.0413	0.0626	0.0307	0.0107634460	0.0002000000	0.0000000000	0.0197	0.0187	0.0063885194	NaN	0.005439	0.002588
