"e.ret"|"dp"|"dy"|"ep"|"de"|"tms"|"dfy"|"dfr"|"svar"|"bm"|"ntis"|"tbl"|"lty"|"ltr"|"infl"
0.0771211541357246|-3.17224998352815|-3.17805383034795|-2.82394328925993|-0.348306694268216|0.0243|0.0143|-0.0028|0.0015115254|0.4585881045|0.0242794303|0.0012|0.0255|0.0038|0
0.0544439186058611|-3.19559317671475|-3.15845666139581|-2.83209226770562|-0.363500909009132|0.0241|0.0139|0.0037|0.0015725231|0.4465735628|0.0244221988|0.0017|0.0258|-0.0013|0.0071344
0.0312420415747446|-3.19646439219113|-3.18198752465897|-2.81839825827108|-0.37806613392005|0.0238|0.0131|-0.0132|0.0013094752|0.4407757653|0.0246301993|0.0015|0.0253|0.0086|0.0023669
-0.0408933551682967|-3.17359947999857|-3.18304137185898|-2.78155739222254|-0.392042087776024|0.0247|0.0136|0.0297|0.003141691|0.4586663806|0.0358320304|0.0038|0.0285|-0.0411|0.0070672
0.037871996411948|-3.04757029134768|-3.13437876684528|-2.67689129932493|-0.370678992022749|0.0228|0.0142|0.0029|0.0055029571|0.4906180065|0.0249572339|0.0056|0.0284|0.0039|0.0046838
-0.0015307243951306|-2.99942913543532|-3.00982996336483|-2.64894616174451|-0.350482973690811|0.0241|0.0151|-0.0013|0.0035926705|0.4893824051|0.0252128995|0.0041|0.0282|0.0053|0.004662
0.144412231350555|-2.90872089656436|-2.96306149126444|-2.57736376060992|-0.331357135954442|0.0249|0.0165|0.0071|0.0029934182|0.5049610206|0.0329045143|0.0036|0.0285|-0.0018|0.0023229
-0.00891875097328422|-3.03451962950111|-2.93685095803749|-2.66085983519424|-0.373659794306863|0.0249|0.0166|-0.0099|0.002988434|0.4646486604|0.0260829966|0.0028|0.0277|0.0138|0.0046296
-0.0991284247938756|-3.00663942111255|-3.06358999955738|-2.59001781997639|-0.41662160113616|0.0257|0.0168|0.0087|0.002152174|0.481934502|0.030258107|0.0029|0.0286|-0.0104|0.0023068
-0.0462714722613818|-2.88313059663961|-3.03645036657278|-2.42291497376003|-0.460215622879573|0.0253|0.0188|-0.002|0.0158417283|0.5531474413|0.0351222533|0.0031|0.0284|0.0045|0.0091744
-0.0380020490997017|-2.76292681132804|-2.8702271918037|-2.34051214490611|-0.422414666421938|0.0263|0.0225|0.0025|0.0317727596|0.6174176776|0.0400329553|0.002|0.0283|0.0042|-0.0045767
0.0212804777770083|-2.64356793717261|-2.75018778555061|-2.25942559853327|-0.384142338639343|0.0269|0.0258|-0.0029|0.0220164033|0.6924198251|0.037693722|9e-04|0.0278|0.0096|-0.0069045
0.0846846162796761|-2.57926941123629|-2.63098915496575|-2.23390822719783|-0.345361184038459|0.0262|0.0252|-0.0015|0.0069621322|0.7074886223|0.0271253898|0.0011|0.0273|0.0082|-0.0023121
0.126034243666317|-2.60086254371113|-2.58767967859626|-2.29540791719742|-0.305454626513714|0.0261|0.0272|-0.0019|0.0097597118|0.7015672438|0.0338144559|0.001|0.0271|0.0057|-0.0139862
