"e.ret"|"dp"|"dy"|"ep"|"de"|"tms"|"dfy"|"dfr"|"svar"|"bm"|"ntis"|"tbl"|"lty"|"ltr"|"infl"|"ik"|"eqis"
-0.0276092400533623|-2.93619305538165|-2.82483457698203|-2.40431402241782|-0.531879032963823|0.007|0.0054|0.0235161215|0.006590004|0.6940733128|0.0265165411|0.0209|0.0279|0.0116931021|0.0087642033|0.0318399325|0.2024971147
0.402192948808651|-2.83968324127123|-2.90821920333924|-2.29096404456002|-0.54871919671121|0.0114|0.0061|-0.0021437689|0.0082794796|0.7597009612|0.0248466296|0.016|0.0274|0.0362581936|0.0062021668|0.0330854065|0.2039784221
0.244651530453481|-3.15118081209685|-2.77946438127817|-2.56411590832314|-0.587064903773709|0.0157|0.0055|-0.0179179825|0.0083897904|0.6041197854|0.0266690169|0.0115|0.0272|0.0717764678|-0.0049952571|0.03163202|0.2131974362
0.0308381734795173|-3.32257642704623|-3.08826698668628|-2.53079864304466|-0.791777784001573|0.0041|0.0047|0.0176318587|0.0216201911|0.5098280098|0.0252400997|0.0254|0.0295|-0.0128344889|0.0037243266|0.0357804073|0.275390625
-0.140630880201257|-3.28921644673529|-3.2633875556559|-2.6163892686663|-0.672827178068988|0.00240000000000001|0.0062|-0.0122041029|0.0138899289|0.5441768274|0.0261679632|0.0321|0.0345|-0.0559421649|0.028521339|0.0344595256|0.268488893
0.326396548596103|-3.10641380300606|-3.26088594010906|-2.47371667849446|-0.632697124511607|0.0019|0.0122|0.0124707885|0.017507409|0.6536757786|0.0347161946|0.0304|0.0323|0.0746646691|0.0301722027|0.0331713355|0.2270010092
0.0675427441410786|-3.45152830836053|-3.1290136349233|-2.94988759417161|-0.501640714188918|0.0105|0.0077|0.0388921238|0.0084773122|0.5117793198|0.0236821365|0.0277|0.0382|-0.0610620354|0.0175569494|0.029454516|0.1648351648
-0.0194160926560065|-3.48819357942304|-3.40682812944262|-2.87167962488401|-0.616513954539029|-0.000200000000000006|0.007|0.0129956612|0.0084298534|0.4577837965|0.0228526058|0.0449|0.0447|-0.022663557|0.014965568|0.0314548133|0.262439725
0.210231821108581|-3.39450839351136|-3.42468017370072|-2.87754778117785|-0.516960612333507|0.0155|0.0075|-0.0472690279|0.010149017|0.5504229651|0.0226994976|0.0225|0.038|0.1379339434|0.0147410354|0.0312776499|0.2041559976
-0.120772889349303|-3.56729899458935|-3.3592402546739|-3.11037558920571|-0.45692340538364|0.0155|0.00679999999999999|0.0385047621|0.0064788947|0.5059222584|0.0223231609|0.026|0.0415|0.0096784267|0.006705221|0.031803759|0.2844120328
0.16837854128171|-3.38859878982583|-3.51427452628113|-2.84452910748069|-0.544069682345145|0.0108|0.0068|0.010620874|0.0285308434|0.5916270511|0.0199452149|0.0287|0.0395|0.0688294893|0.0122093746|0.0327118262|0.1621672116
0.113341749461107|-3.49357930168739|-3.32054532658082|-2.92647284202281|-0.56710645966458|0.0065|0.005|0.0098051028|0.0074126081|0.5255914542|0.0089546781|0.0352|0.0417|0.0121436448|0.0164588878|0.0347258539|0.111474338
0.0728809472544231|-3.5234150143864|-3.40146401277959|-2.9245785132977|-0.598836501088704|0.0039|0.00369999999999999|0.0126061028|0.0027946096|0.4872273003|0.0230944256|0.0384|0.0423|0.035117029|0.0118783157|0.0369338683|0.2214659311
-0.153613392657211|-3.52581972096878|-3.43907386595265|-2.87971790409889|-0.646101816869891|0.0012|0.0034|-0.0115873088|0.0045891904|0.4306378062|0.0208371829|0.0438|0.045|0.0070193698|0.0191954882|0.0418301878|0.1420710355
0.164403945734578|-3.33183112041419|-3.47213957150516|-2.67234522242738|-0.659485897986813|-0.0041|0.0079|-0.0344971629|0.0139353688|0.5769451056|0.0172079259|0.0496|0.0455|0.0364500828|0.0334736752|0.0417511158|0.1390471975
0.0450508571703253|-3.49764846290227|-3.31455953390553|-2.89588084100471|-0.601767621897563|0.0059|0.0074|0.042259397|0.0069893925|0.5257924451|0.0143610729|0.0497|0.0556|-0.0917652652|0.0303788379|0.0389532037|0.1146866683
-0.162146818685231|-3.52136627681707|-3.44755451758336|-2.89210636370837|-0.629259913108694|0.000199999999999999|0.0078|0.0283129096|0.0073994493|0.5049006623|0.0319614908|0.0596|0.0598|-0.0025737775|0.0471437756|0.0389845832|0.2086406264
-0.0130669668872209|-3.37186851079028|-3.49247181081735|-2.76803685570481|-0.603831655085465|-0.00950000000000001|0.00929999999999999|-0.030168299|0.010015449|0.6510820131|0.0342737833|0.0782|0.0687|-0.0507360149|0.0609188826|0.0391236775|0.3139513144
0.0927484533688976|-3.37919488419567|-3.37821773846893|-2.88831202493315|-0.490882859262516|0.0161|0.0148|0.0626919832|0.0230434774|0.6464263577|0.0314681737|0.0487|0.0648|0.121021807|0.0547820721|0.0355163282|0.2228841413
0.122130687741697|-3.50417721558182|-3.40174012251673|-2.88538860234042|-0.618788613241399|0.0196|0.0113|-0.0222413564|0.0104617217|0.6439002471|0.0340233587|0.0401|0.0597|0.1323672163|0.0335240991|0.0357877655|0.2874473276
-0.228536493381182|-3.62370581069398|-3.47845232434338|-2.91169014582965|-0.712015664864328|0.0092|0.00849999999999999|0.0157730963|0.0063615734|0.5956745946|0.0342034837|0.0507|0.0599|0.0568244212|0.034062636|0.0383648401|0.3112948972
-0.370538727246247|-3.36248935757419|-3.55323255403659|-2.4811208980931|-0.881368459481088|-0.0019|0.00800000000000001|0.0224988439|0.0250685908|0.7555884634|0.0130073951|0.0745|0.0726|-0.0111038792|0.0875638595|0.0403892346|0.3330837651
0.26122968729327|-2.94677542882746|-3.29943122160706|-2.04278222476371|-0.903993204063749|0.0045|0.0174|-0.0740440055|0.0480429127|1.1200181747|0.0088459547|0.0715|0.076|0.043426493|0.1213725466|0.0365478746|0.163064474
0.169615269264535|-3.19900580399678|-2.92479652210868|-2.42748955632133|-0.771516247675452|0.0261|0.0177|0.0545736861|0.0242634988|0.876338851|0.0237094285|0.0544|0.0805|0.0918688772|0.0699122198|0.032831737|0.2025998732
-0.133180215904547|-3.27840180418223|-3.10320167505917|-2.38357433695878|-0.894827467223449|0.0286|0.0114|0.0188235836|0.0124672341|0.779973125|0.028565706|0.0435|0.0721|0.1676451102|0.0479994702|0.0341139181|0.2079280292
-0.0249392326768508|-3.01376989787054|-3.13595961361987|-2.16708403260648|-0.846685865264063|0.0196|0.00799999999999999|0.0240863307|0.0082597212|0.9603330245|0.0304755411|0.0607|0.0803|-0.0069885475|0.0674841386|0.0369562814|0.2189359012
0.0534163410043209|-2.9421525512321|-2.93158815194825|-2.05345805165894|-0.888694499573161|-0.001|0.0078|0.0109551272|0.0158012167|1.0457012956|0.014874873|0.0908|0.0898|-0.0116586903|0.0899182468|0.0410142131|0.2194491525
0.129674241231868|-2.94991997203215|-2.83383782367684|-1.98290247790088|-0.967017494131263|-0.0192|0.0132|-0.0295009896|0.01182307|1.061950068|0.0105492993|0.1204|0.1012|-0.0125031159|0.1323309947|0.0405537854|0.2200567387
-0.152689590395873|-3.09281184338054|-2.86349873964507|-2.21491100105803|-0.877900842322513|-0.035|0.0193|0.0119646039|0.0273418561|0.8915030239|0.026816359|0.1549|0.1199|-0.039529864|0.1232469404|0.0378521218|0.2780242893
0.108971528915431|-2.91691430577635|-3.0192838167282|-2.0767523822546|-0.840161923521755|0.0249|0.0232|-0.030931638|0.0181308235|1.0611428571|0.011909554|0.1085|0.1334|0.0185697056|0.0890098125|0.0390572048|0.3621751368
0.115229618945415|-3.01903932770261|-2.88135500373986|-2.40933704521816|-0.609702282484453|0.0301|0.0231|0.0221153016|0.0334409231|0.9322147266|0.0029900535|0.0794|0.1095|0.4035036914|0.038541081|0.0332277163|0.3647539027
-0.0195667601096194|-3.14683580091602|-2.98751809339283|-2.46432324734569|-0.682512553570334|0.0297|0.0118|0.0560667007|0.0178707726|0.7003591178|0.02702469|0.09|0.1197|0.0065190631|0.0378783524|0.035578648|0.4300077533
0.20187061208127|-3.10053486467656|-3.08662609964826|-2.3076204710953|-0.792914393581261|0.0364|0.0127|0.0136765972|0.0162509102|0.7330983765|-0.0271967866|0.0806|0.117|0.1549249798|0.0394572354|0.0389099626|0.1707374124
0.116249945119841|-3.2863215085159|-3.05256714701539|-2.67147804222627|-0.614843466289632|0.0246|0.0142|-0.00880255219999998|0.0105178158|0.5926926882|-0.0194650815|0.071|0.0956|0.3097114501|0.0376537928|0.0378820545|0.1764553905
-0.000989033586844858|-3.37579699047524|-3.23934129959171|-2.81687157191484|-0.558925418560402|0.0236|0.0148|-0.0467376063|0.0216763638|0.4984308658|-0.0113790259|0.0553|0.0789|0.2452123788|0.011247972|0.0346716356|0.1647341554
0.0737277819146188|-3.33382473087961|-3.31375251892432|-2.64751128989823|-0.68631344098138|0.0343|0.0118|0.0244897736|0.1033270327|0.5088120155|0.013274756|0.0577|0.092|-0.0271656845|0.0442419915|0.0342892227|0.150406825
0.198246722655034|-3.35139951568716|-3.23449827462978|-2.45903088140442|-0.892368634282737|0.0111|0.0108|0.0103753574|0.0292621146|0.465283574|-0.021511533|0.0807|0.0918|0.096665852|0.0440988368|0.0346274694|0.1146444012
-0.0971095855542448|-3.46517013192183|-3.22418298392131|-2.73777455185091|-0.727395580070928|0.0053|0.0096|-0.0186613634|0.0172390055|0.3904547436|-0.0123231067|0.0763|0.0816|0.1809749975|0.0463661612|0.0347813547|0.0977872384
0.222480018559863|-3.30738043437699|-3.37522189525889|-2.73917585313008|-0.568204581246906|0.017|0.0138|0.0061348495|0.0254503319|0.4844968599|-0.0018414582|0.0674|0.0844|0.0616924995|0.0608498923|0.0329344213|0.0783453264
0.0399996325138088|-3.53186607411035|-3.29832314726448|-3.26259006362264|-0.26927601048771|0.0323|0.00950000000000001|0.00624026789999998|0.0206797062|0.4203444173|0.0315654015|0.0407|0.073|0.1926493998|0.0305910515|0.0304811532|0.1527669525
0.0646451845856929|-3.56089461717575|-3.51721975859311|-3.12781224669454|-0.433082370481206|0.0404|0.0083|0.013398541|0.0094224945|0.3941096142|0.0387331238|0.0322|0.0726|0.0805357964|0.0289587592|0.0323951353|0.1501948818
-0.0417070974624049|-3.61304258213468|-3.5448686331599|-3.0591209218722|-0.553921660262477|0.0348|0.0076|-0.0504957783|0.0074177823|0.3052672229|0.0457487578|0.0306|0.0654|0.1823458183|0.0274382|0.0341824559|0.1441150718
0.265514394331118|-3.55093774333774|-3.56645030433261|-2.70863826345376|-0.842299479883974|0.0239|0.0064|0.02016008|0.0096522388|0.2915683|0.0165947569|0.056|0.0799|-0.0777707763|0.0267092577|0.0360795968|0.1203902847
0.156499097820566|-3.79918962890757|-3.50569458060689|-2.89794995926964|-0.901239669637936|0.0089|0.0067|-0.044522574|0.0064272758|0.2550263829|0.0156410262|0.0514|0.0603|0.3165649287|0.0253413217|0.0370679635|0.1212407197
0.235612715003415|-3.90628847357989|-3.72177210776137|-2.95103519300464|-0.955253280575247|0.0182|0.0069|0.0232002241|0.014077528|0.2073427297|0.0241008722|0.0491|0.0673|-0.0091845538|0.0331624201|0.0393877919|0.1986658641
0.206533159123786|-4.13754461780976|-3.86745503210252|-3.19588443306157|-0.941660184748195|0.0086|0.00560000000000001|-0.0291651548|0.0331998764|0.1788008842|0.0155787277|0.0516|0.0602|0.1586593709|0.0169991831|0.0412890133|0.1427001167
0.138966497220108|-4.32913199383797|-4.0927280300002|-3.48421792480604|-0.844914069031927|0.0103|0.0101|-0.0231483969|0.0412583015|0.1736113154|0.020063152|0.0439|0.0542|0.1307040369|0.0161040738|0.0428010062|0.1206586034
-0.150757138816914|-4.47769760781902|-4.29933349840256|-3.41777092485063|-1.05992668296839|0.0162|0.0064|0.0153562465|0.0326778072|0.1471672594|0.0179621806|0.052|0.0682|-0.0898988411|0.0267892262|0.0429437151|0.13845605
-0.142894920954714|-4.39627619306707|-4.50318442426181|-3.27357610886987|-1.1227000841972|-0.0019|0.0081|-0.0863890071|0.0492166761|0.1518515036|-0.0064315445|0.0577|0.0558|0.2149343724|0.0338680925|0.043168338|0.1409895614
-0.259850561606339|-4.28964101787342|-4.42939387130876|-3.83944795750559|-0.450193060367831|0.0406|0.0128|0.0693390494|0.0456056835|0.1312178459|0.0160064144|0.0169|0.0575|0.0370275224|0.0155172414|0.037603241|0.0865431157
0.240680595774393|-4.00232766191461|-4.26845658168185|-3.46226395286624|-0.540063709048372|0.0365|0.0124|-0.0119987524|0.0676922268|0.2953858956|0.026255442|0.0119|0.0484|0.1784139276|0.0237691002|0.0341604946|0.082027658
0.0803673591847033|-4.15823576431668|-3.92410957563561|-3.12734348157944|-1.03089228273724|0.0425|0.0098|0.043766155|0.0292608405|0.2187398648|0.0069156904|0.009|0.0515|0.0089593956|0.0187949145|0.0349601962|0.0724230891
0.00905005470178805|-4.13262835881778|-4.04651073074421|-3.03008006780634|-1.10254829101143|0.0265|0.0068|0.002238359|0.0122914356|0.2706192427|0.01287137|0.0219|0.0484|0.0849731844|0.0325556157|0.0356556811|0.0782974619
0.0977145189432888|-4.02853710951862|-3.99896837363858|-2.88203515201433|-1.14650195750429|0.00720000000000001|0.00950000000000001|-0.0193528619|0.0105405286|0.3134779566|0.0029912506|0.0389|0.0461|0.0780755925|0.034156595|0.0358567801|0.0510712081
0.0238379330193204|-4.04310979031125|-3.91542543374079|-2.8564885381942|-1.18662125211706|0.000599999999999996|0.009|0.02059582|0.0100615163|0.2816823997|-0.0153844762|0.0485|0.0491|0.0117595391|0.025406504|0.0366169583|0.0491233387
-0.455258111888657|-3.96935048971358|-3.93466332929641|-3.09952310822427|-0.869827381489313|0.015|0.0116|-0.0730379457|0.025359755|0.2505829731|-0.0418108722|0.03|0.045|0.0989279628|0.0408126861|0.037397832|0.077726497
0.230095059582924|-3.46006807613736|-3.94597011682735|-4.1059813406228|0.64591326448544|0.03|0.0338|-0.170721242|0.168488655|0.3549842247|-0.0243992372|3e-04|0.0303|0.2586177059|0.000914129|0.0325660684|0.2174037369
0.136805990758124|-3.90732595592828|-3.69662595998471|-3.08546214161937|-0.821863814308911|0.0453|0.0111|0.1789949911|0.0743957188|0.3255306601|0.0105608697|5e-04|0.0458|-0.1489827269|0.0272133113|0.0280398693|0.1971352378
0.020662731680113|-4.01330658992045|-3.89301372810686|-2.78865165076582|-1.22465493915462|0.04|0.0108|0.0227580865|0.0325324875|0.3581003169|0.01255593|0.0014|0.0414|0.1016258102|0.0149572353|0.0298757045|0.1297016669
0.146774515801389|-3.86264988991864|-3.8626816960286|-2.67162718087465|-1.19102270904399|0.0247|0.0132|-0.1029481602|0.0539547218|0.3572325407|-0.0065046624|1e-04|0.0248|0.2823445661|0.0296241884|0.0317823357|0.1281862432
0.277345797946168|-3.82083846035618|-3.69503705010083|-2.80250181773802|-1.01833664261817|0.0234|0.0098|0.0736393967|0.0161765956|0.3490324432|-0.0122549132|7e-04|0.0241|0.0331090726|0.0174102237|0.032467687|0.1164981008
