"e.ret"|"dp"|"dy"|"ep"|"de"|"tms"|"dfy"|"dfr"|"svar"|"bm"|"ntis"|"tbl"|"lty"|"ltr"|"infl"|"ik"
0.125974132904037|-2.82874088285028|-2.84571098706874|-2.34164282024525|-0.487098062605036|0.0106|0.0057|0.0279650239|0.001075591|0.7486789106|0.0310170498|0.0171|0.0277|-0.021869182|0.0075267278|0.0293377663
-0.000131611189054897|-2.93619305538165|-2.85671473489269|-2.40431402241782|-0.531879032963823|0.007|0.0054|0.0009443558|0.0017530172|0.6940733128|0.0265165411|0.0209|0.0279|0.0045636109|-1.5605e-06|0.0318399325
0.00535843290598947|-2.8868193562918|-2.93619305538165|-2.34251780332942|-0.54430155296238|0.0093|0.0045|0.0010158425|0.0015742751|0.7624968735|0.0239964759|0.0201|0.0294|-0.0162443481|-0.0050188287|0.0333641169
0.0212980108727244|-2.83321334405622|-2.8797521890687|-2.26358746252569|-0.569625881530523|0.009|0.0046|-0.0137224844|0.0029704546|0.795496906|0.0274429333|0.0211|0.0301|-0.0034053246|0.0075267566|0.0333111386
0.113457863490206|-2.79994011250174|-2.83321334405622|-2.21450362494457|-0.585436487557165|0.0105|0.0059|0.0014890269|0.002368131|0.8082108771|0.0258601694|0.0179|0.0284|0.0330894767|0.0062274646|0.033785033
0.132922707794569|-2.83968324127123|-2.77903342768242|-2.29096404456002|-0.54871919671121|0.0114|0.0061|0.0095818268|0.0013666189|0.7597009612|0.0248466296|0.016|0.0274|0.023114493|-0.002489145|0.0330854065
0.127747981097753|-2.90834977019157|-2.82598439691307|-2.35751881181188|-0.55083095837969|0.0175|0.0065|-0.0026336014|0.0011954802|0.8049158183|0.0221177943|0.0103|0.0278|0.0391056589|-4.6142e-06|0.0318387139
0.142835977436495|-3.00294755996717|-2.92204861454974|-2.41133679862664|-0.591610761340523|0.0208|0.0059|-0.0192692652|0.0020959837|0.732467844|0.0183801617|0.0064|0.0272|0.0179357552|0.0024735514|0.0312906097
0.146626469209934|-3.09011437904576|-2.989248715609|-2.50839293364673|-0.581721445399028|0.017|0.0058|0.0010884206|0.0024500628|0.6777451035|0.0169046354|0.0101|0.0271|0.0087420082|-0.0037213195|0.0319459151
0.0551054807533668|-3.15118081209685|-3.04359436341087|-2.56411590832314|-0.587064903773709|0.0157|0.0055|0.0037347366|0.0026482638|0.6041197854|0.0266690169|0.0115|0.0272|0.0044863304|-0.0037383921|0.03163202
0.148833808563486|-3.15481582170127|-3.13827740726094|-2.51431237462675|-0.640503447074523|0.016|0.0046|0.0164023868|0.0056039595|0.6077617769|0.0276534358|0.0128|0.0288|-0.0232879146|0|0.0319878464
0.0936210954085109|-3.26322788709388|-3.1484260236025|-2.54492214689778|-0.7183057401961|0.0152|0.0046|0.001250186|0.0020188678|0.5516416323|0.0250808253|0.0141|0.0293|-0.0002555155|0|0.0337661488
0.0697062481509919|-3.29423521825318|-3.2318773572098|-2.54118989611216|-0.753045322141014|0.0091|0.0046|0.0022313082|0.0089136029|0.5336247911|0.0253532227|0.0207|0.0298|-0.0025756498|0.0049766124|0.035180944
0.0933323023997682|-3.32257642704623|-3.28196512566136|-2.53079864304466|-0.791777784001573|0.0041|0.0047|-0.0024648976|0.0050837608|0.5098280098|0.0252400997|0.0254|0.0295|0.0135715902|-0.0012460845|0.0357804073
-0.000241676760601866|-3.33302993325137|-3.26915126037265|-2.57552488370862|-0.757505049542748|0.0078|0.005|0.0051591705|0.0032889871|0.5310771996|0.0266931026|0.0225|0.0303|-0.0069223253|-1.549e-06|0.0347397842
-0.00240200797256924|-3.26172243513678|-3.29336467685894|-2.56857525457684|-0.693147180559945|0.005|0.005|-0.0218236559|0.0036883817|0.5515645927|0.0256689052|0.0249|0.0299|0.0136753035|0.0124053972|0.0349431672
0.0573032564615332|-3.20464460494025|-3.23974352841801|-2.57314158749151|-0.631503017448739|0.004|0.0051|0.005662768|0.002518757|0.5719095213|0.0293587124|0.0284|0.0324|-0.0344052159|0.0073424999|0.0348815166
-0.0256149938594599|-3.28921644673529|-3.26052506333471|-2.6163892686663|-0.672827178068988|0.00240000000000001|0.0062|-0.0022082839|0.0043938031|0.5441768274|0.0261679632|0.0321|0.0345|-0.028771081|0.0085150191|0.0344595256
0.0989811616573374|-3.23856510560716|-3.29498015145204|-2.56291108249473|-0.675654023112428|0.0023|0.0077|-0.0003681263|0.0022870174|0.5998188749|0.0264802656|0.0308|0.0331|0.0346972524|0.0072448797|0.0343796324
-0.0785032062243071|-3.30986770842597|-3.23856510560716|-2.62834856586115|-0.681519142564826|0.0032|0.0072|-0.0037892148|0.0013566079|0.5658765324|0.0304166593|0.0329|0.0361|-0.0420088591|0.0119776425|0.0339718225
-0.0227734585044348|-3.18230614008648|-3.2926753078856|-2.50346535517777|-0.678840784908707|0.0011|0.0081|-0.0061725898|0.0042078687|0.624150778|0.0342368333|0.0353|0.0364|0.0036695338|0.0071047616|0.0343767861
0.0893565621545066|-3.10641380300606|-3.16540432928387|-2.47371667849446|-0.632697124511607|0.0019|0.0122|0.0240562014|0.0096559149|0.6536757786|0.0347161946|0.0304|0.0323|0.0802081284|0.0035273|0.0331713355
0.107388509189638|-3.1690681941026|-3.11764987627299|-2.59582494076817|-0.573243253334424|0.0191|0.0105|-0.0072812068|0.0020369227|0.6685916376|0.0289179627|0.013|0.0321|0.0117314632|0.014042075|0.0305240701
0.129133958872012|-3.26386024273823|-3.19192633217865|-2.73697922821894|-0.526881014519288|0.0241|0.0098|0.0131739878|0.0016137337|0.6246601698|0.0214316659|0.0083|0.0324|0.0024026302|0.0034688684|0.0290482391
0.122225848786793|-3.36510087749394|-3.26386024273823|-2.85543199185577|-0.509668885638167|0.0136|0.0078|0.0250096186|0.0017920368|0.5613711966|0.0139808137|0.0244|0.038|-0.0809706388|-1.3287e-06|0.0284959551
0.0286089982480589|-3.45152830836053|-3.35360649806821|-2.94988759417161|-0.501640714188918|0.0105|0.0077|0.0079931158|0.003034619|0.5117793198|0.0236821365|0.0277|0.0382|0.0073956226|-1.3287e-06|0.029454516
0.0753742078915832|-3.44432180829591|-3.44016454971022|-2.8806786286905|-0.563643179605405|0.0123|0.0072|-0.0039288581|0.0019153033|0.5168602815|0.0249872092|0.028|0.0403|0.0053125309|-1.3287e-06|0.0302429948
-0.00629378347033737|-3.48629818233492|-3.43308573502898|-2.84473837056546|-0.641559811769452|0.0098|0.0058|-0.012922553|0.0018322832|0.4832193909|0.0268762569|0.0321|0.0419|-0.0112063442|0.0069084147|0.0310054563
0.0705017747938636|-3.44761694021725|-3.47518695690984|-2.80838352431714|-0.639233415900114|0.0025|0.0066|-0.0029431776|0.0032607433|0.4923378926|0.0305223355|0.0404|0.0429|-0.0038352898|0.0045726971|0.0317954895
-0.052798973525559|-3.48819357942304|-3.43662781864166|-2.87167962488401|-0.616513954539029|-0.000200000000000006|0.007|0.0333575635|0.0014215236|0.4577837965|0.0228526058|0.0449|0.0447|-0.0130249519|0.0034149|0.0314548133
0.0557044827511499|-3.35080800128354|-3.42982157320113|-2.79266605296642|-0.558141948317122|0.008|0.0076|-0.0177376172|0.0030393494|0.549798083|0.02558925|0.0331|0.0411|0.0609260431|-1.2928e-06|0.0324548376
-0.0319852982295895|-3.373817400646|-3.34566660178312|-2.85991957784304|-0.513897822802961|0.0161|0.0081|-0.0054619346|0.0015625213|0.5291748619|0.0242657432|0.0246|0.0407|0.0152059897|0.0079357892|0.0327120151
0.109679407970701|-3.31222604324432|-3.373817400646|-2.79526543091081|-0.516960612333507|0.0139|0.0076|-0.0064141651|0.0033924865|0.5843417106|0.0283086066|0.0248|0.0387|0.0375773408|0.0011268|0.0316539984
0.136397632829825|-3.39450839351136|-3.31222604324432|-2.87754778117785|-0.516960612333507|0.0155|0.0075|-0.0141268738|0.0021546599|0.5504229651|0.0226994976|0.0225|0.038|0.0182567356|0.0056198355|0.0312776499
0.017286210818697|-3.51262194796997|-3.39964979301178|-3.04713883013555|-0.465483117834417|0.0158|0.008|0.0277536969|0.0016980492|0.5466798694|0.0226830676|0.0239|0.0397|0.0053523818|0|0.0304234034
0.0550863975446527|-3.5061454411376|-3.51262194796997|-3.06027079469156|-0.445874646446041|0.0171|0.007|-0.0139985321|0.0019595558|0.5408211006|0.0224291816|0.0233|0.0404|-0.0007042532|0.0011192|0.0308871453
0.0911037409309487|-3.52771015367309|-3.49588894097041|-3.0855130362962|-0.442197117376894|0.0175|0.0067|0.0040417179|0.0018549318|0.5275167211|0.0249122596|0.0228|0.0403|0.0125826584|0.0055797761|0.0309554649
-0.00621809087338985|-3.56729899458935|-3.4975571155024|-3.11037558920571|-0.45692340538364|0.0155|0.00679999999999999|0.02037294|0.0009663578|0.5059222584|0.0223231609|0.026|0.0415|-0.0074777725|0|0.031803759
-0.209135366919345|-3.52909611051333|-3.55744669814634|-3.02713317400518|-0.501962936508145|0.0126|0.0065|-0.005868837|0.0013573911|0.5457245916|0.0240746001|0.0272|0.0398|0.0344103852|0.0044444273|0.032326889
0.0567560299652216|-3.28007138589512|-3.51933993556796|-2.75862277473784|-0.521448611157278|0.0128|0.0074|0.0064229267|0.0180800441|0.6873574686|0.0264536857|0.0273|0.0401|0.0051401533|0.0022124|0.033047034
0.140608570209605|-3.29779363973196|-3.27040947498338|-2.76886366249998|-0.528929977231979|0.012|0.0071|0.0080497725|0.0038225177|0.6663442606|0.0305748481|0.0278|0.0398|0.0137425066|0.0077171357|0.0332064935
0.0781204834021396|-3.38859878982583|-3.27403955372385|-2.84452910748069|-0.544069682345145|0.0108|0.0068|0.0013177053|0.0052708904|0.5916270511|0.0199452149|0.0287|0.0395|0.0140544517|-0.0021941951|0.0327118262
0.0649747655028445|-3.43278618347304|-3.3792529274076|-2.88722214899327|-0.545564034479772|0.0112|0.0069|0.0092343754|0.0014518118|0.5875285706|0.0143587064|0.0289|0.0401|0.0016005499|0.0032949122|0.0324089608
0.054979140798567|-3.45099713703294|-3.40979666524834|-2.89398213079757|-0.557015006235365|0.0108|0.0061|0.0009747999|0.0008869191|0.5672815754|0.0182425991|0.0299|0.0407|0.0029993248|0.0043716|0.0331980345
0.0664417023192288|-3.47949823207591|-3.44646198186755|-2.89624672233919|-0.583251509736728|0.00720000000000001|0.0053|-0.0016133051|0.001186595|0.5472236248|0.0103132621|0.0338|0.041|0.0056085926|0.0043526|0.0339239175
0.071703197287455|-3.49357930168739|-3.44831530463923|-2.92647284202281|-0.56710645966458|0.0065|0.005|0.001100317|0.0038872822|0.5255914542|0.0089546781|0.0352|0.0417|0.001885248|0.0043395741|0.0347258539
0.0537927562100494|-3.52332638828089|-3.47188647707613|-2.93888340932184|-0.584442978959056|0.007|0.0045|0.006666973|0.0003697564|0.5236754417|0.0177831955|0.0354|0.0424|0.0011922957|0.0010793313|0.0352447401
0.0498128531520849|-3.53583110767039|-3.50209416817512|-2.93736405333938|-0.598467054331015|0.0071|0.0044|-0.0021211227|0.0008783858|0.5122068551|0.0205029394|0.0348|0.0419|0.0166905921|0.0032368261|0.0357772117
0.0262659849353003|-3.54095932403731|-3.51093355604867|-2.93556895471695|-0.605390369320367|0.0068|0.004|0.0032223624|0.0007953194|0.4865371214|0.0204030634|0.0353|0.0421|0.007815608|0.0032239949|0.0365983872
0.0358898277580178|-3.5234150143864|-3.51666663146827|-2.9245785132977|-0.598836501088704|0.0039|0.00369999999999999|0.0044131305|0.000751148|0.4872273003|0.0230944256|0.0384|0.0423|0.0090253319|0.0042883339|0.0369338683
-0.00286134692252386|-3.5201126736778|-3.50361238709023|-2.91290792291858|-0.607204750759221|0.0029|0.0036|-0.000616691499999999|0.0007036398|0.469489905|0.0191333633|0.0393|0.0422|0.0108347902|0.0010678|0.0389523779
0.0865084587754285|-3.4728941294999|-3.49685581151353|-2.85532963010596|-0.617564499393938|0.0043|0.0039|-0.008533181|0.0023259032|0.4808589565|0.0175502789|0.038|0.0423|0.0101318905|0.0106508036|0.0398618523
0.045198983819871|-3.52103900429751|-3.45391822804089|-2.89393523605455|-0.627103768242954|0.0041|0.0039|0.002302822|0.0009284733|0.4485374713|0.0168945537|0.0392|0.0433|-0.0025059103|0.0010509352|0.0407589729
-0.0159639960339795|-3.52581972096878|-3.49873324678321|-2.87971790409889|-0.646101816869891|0.0012|0.0034|-0.0047201299|0.000631174|0.4306378062|0.0208371829|0.0438|0.045|-0.0112893094|0.0063213781|0.0418301878
-0.0299660217684915|-3.46876637820951|-3.50400067357414|-2.81599165293996|-0.652774725269558|9.99999999999959e-05|0.004|-0.0083908793|0.001419901|0.4901759356|0.0167876407|0.0459|0.046|-0.006580144|0.0094092618|0.0429362288
-0.0777955354007178|-3.39931103354327|-3.45094059425691|-2.7421389554416|-0.657172078101667|0.0027|0.0051|0.0154360794|0.002787966|0.5209746006|0.0171222618|0.045|0.0477|-0.0137433695|0.0082934226|0.042831228
0.0708488509936322|-3.27681824502036|-3.37833124307407|-2.63151012397988|-0.645308121040482|-0.0057|0.00600000000000001|-0.0360946507|0.0057793676|0.5854924957|0.0169838677|0.0537|0.048|0.0081719905|0.0102784723|0.0425935135
0.13693734588643|-3.33183112041419|-3.28376271737317|-2.67234522242738|-0.659485897986813|-0.0041|0.0079|-0.0046478629|0.0039481342|0.5769451056|0.0172079259|0.0496|0.0455|0.0492790237|0.005088029|0.0417511158
0.0275486569506123|-3.43731869007615|-3.32143241319329|-2.80641381839343|-0.630904871682725|0.0029|0.00720000000000001|0.023355986|0.0016470177|0.5495507979|0.0149216835|0.0426|0.0455|0.0126202613|0.003040052|0.040189317
0.0835783125374124|-3.44218487972732|-3.43731869007615|-2.833544378542|-0.608640501185325|0.0153|0.0071|0.0091615193|0.0027981885|0.553204845|0.0101533857|0.0354|0.0507|-0.0630604509|0.0080778221|0.0394497943
0.014986252070179|-3.50013319344868|-3.43531200043956|-2.9040099891708|-0.596123204277886|0.0075|0.0075|0.0148855202|0.0008736064|0.5135648458|0.0056002036|0.0442|0.0517|-0.0020564572|0.0100109736|0.0386938194
-0.0478631671481596|-3.49764846290227|-3.50013319344868|-2.89588084100471|-0.601767621897563|0.0059|0.0074|-0.0017830159|0.0016705799|0.5257924451|0.0143610729|0.0497|0.0556|-0.0407452672|0.0089241157|0.0389532037
0.11481041819463|-3.42022425671685|-3.48742690883073|-2.80825036620073|-0.611973890516123|0.0043|0.0074|0.011878224|0.002699282|0.5668098065|0.0126771562|0.0517|0.056|0.0075686547|0.0117869738|0.0396365182
0.0467520058709245|-3.50568795381144|-3.40675603966598|-2.88356628727484|-0.622121666536598|-0.0018|0.0079|-0.0304077076|0.0024935527|0.5307418133|0.0120900958|0.0552|0.0534|0.050720855|0.0116476875|0.0383836002
0.0258643679850564|-3.5229573417896|-3.49239872169276|-2.89809606909578|-0.624861272693814|0.0012|0.0082|0.0317091286|0.001341253|0.5091954391|0.0182870281|0.0519|0.0531|0.0180996984|0.010557093|0.038376783
-0.00774256142471047|-3.52136627681707|-3.50984239971177|-2.89210636370837|-0.629259913108694|0.000199999999999999|0.0078|0.0139547341|0.0008653616|0.5049006623|0.0319614908|0.0596|0.0598|-0.0746021794|0.0123416008|0.0389845832
-0.0225939829863194|-3.48875520430524|-3.51164172692507|-2.85885705405299|-0.629898150252246|0.0018|0.00659999999999999|-0.0067729455|0.0017439779|0.557040236|0.0395080918|0.0602|0.062|-0.0155030065|0.0149910972|0.0395838924
-0.032416908276436|-3.44097090340419|-3.47912431124428|-2.81727311111612|-0.623697792288074|-0.0021|0.0072|0.0007465836|0.001729565|0.5967773337|0.0451528579|0.0644|0.0623|0.0128281048|0.0156951208|0.0394421359
0.00293966630462507|-3.38648653114559|-3.43460145511871|-2.76063298631963|-0.625853544825953|-0.00320000000000001|0.0091|0.0263403399|0.004115476|0.6408884625|0.0483913402|0.0709|0.0677|-0.0522047155|0.0136424726|0.0399371658
-0.008433032548713|-3.37186851079028|-3.38331695638431|-2.76803685570481|-0.603831655085465|-0.00950000000000001|0.00929999999999999|-0.0523653158|0.0024264301|0.6510820131|0.0342737833|0.0782|0.0687|0.0044361213|0.0152471534|0.0391236775
-0.182835489266664|-3.34195849748008|-3.36870895049991|-2.76758064321767|-0.57437785426241|-0.000199999999999992|0.0079|0.000726277500000004|0.0030893669|0.6903267691|0.0358415812|0.0663|0.0661|0.0492926882|0.0141375098|0.0383455932
0.168694697467226|-3.12973525307714|-3.33880888857718|-2.57823858958022|-0.551496663496918|0.00410000000000001|0.0077|0.000958294700000001|0.0124184702|0.7933814171|0.0422991826|0.0668|0.0709|-0.041754884|0.0156786593|0.0376386241
0.111509713501524|-3.27329276224515|-3.12659553307247|-2.75434970395919|-0.518943058285958|0.00680000000000001|0.013|0.0275535603|0.005071609|0.7129147605|0.0379495959|0.0612|0.068|0.0534220081|0.0102975532|0.0373559543
0.106966184251225|-3.37919488419567|-3.28909087912174|-2.88831202493315|-0.490882859262516|0.0161|0.0148|0.0288616918|0.0024640314|0.6464263577|0.0314681737|0.0487|0.0648|0.0583721724|0.0135852098|0.0355163282
0.0127149166759083|-3.47364266470425|-3.38879495792469|-2.95576798900085|-0.517874675703405|0.0255|0.0125|-0.0470050923|0.0014851902|0.6338113825|0.0264046828|0.0338|0.0593|0.0878360166|0.0058700255|0.0354783521
0.00554643361304026|-3.47076356547669|-3.47686327940429|-2.93069237361424|-0.540071191862453|0.0166|0.0111|0.0152830156|0.0017713986|0.6432210427|0.0272784983|0.0475|0.0641|-0.04432378|0.0141553236|0.0356163461
0.0570770548558089|-3.46025977107414|-3.47399458605814|-2.89649172803795|-0.56376804303619|0.0129|0.0115|-0.0296428898|0.0034938843|0.6460848296|0.0279344169|0.0469|0.0598|0.0716662225|0.0057549046|0.0353878653
0.0677953359914225|-3.50417721558182|-3.46675330038469|-2.88538860234042|-0.618788613241399|0.0196|0.0113|0.0378031691|0.0037112486|0.6439002471|0.0340233587|0.0401|0.0597|0.0163739646|0.0073539816|0.0357877655
0.0179638543082382|-3.5530186870376|-3.50417721558182|-2.91511567777288|-0.637903009264714|0.024|0.01|0.0155578507|0.0013236832|0.6459019879|0.0317231825|0.0373|0.0613|-0.0057754854|0.0072976043|0.0365811535
0.047228504234037|-3.55245882885371|-3.5530186870376|-2.8873894630483|-0.665069365805405|0.0216|0.0097|-0.010157354|0.0015177956|0.6540154785|0.0341993895|0.0391|0.0607|0.0230793761|0.008053509|0.0367717017
0.0793788217620554|-3.58053831031797|-3.54920679346733|-2.8906431651444|-0.689895145173568|0.014|0.0087|-0.0027054831|0.001656189|0.6373850011|0.0328697745|0.0466|0.0606|0.0160587701|0.009582751|0.0369044049
-0.0439856899594436|-3.62370581069398|-3.55806545446591|-2.91169014582965|-0.712015664864328|0.0092|0.00849999999999999|0.0122740598|0.0018639055|0.5956745946|0.0342034837|0.0507|0.0599|0.0225633296|0.008703522|0.0383648401
-0.0547145231349246|-3.56047235912302|-3.61737667564233|-2.79728133483015|-0.763191024292872|0.00769999999999999|0.00739999999999999|0.0241706226|0.0033377425|0.6760181281|0.0367061493|0.0609|0.0686|-0.0227970485|0.0195649068|0.0396425171
0.0484157676128245|-3.47750641978364|-3.5448225874559|-2.66864874316929|-0.808857676614356|-0.000900000000000012|0.0076|0.0045998318|0.0067596009|0.7209743078|0.0390133985|0.0719|0.071|-0.0080358086|0.0199640048|0.0406590475
-0.0901312748915694|-3.50131481857493|-3.4620977944308|-2.64618401996654|-0.85513079860839|-0.0126|0.01|-0.0043016579|0.0038984216|0.6788089959|0.0343612257|0.0829|0.0703|0.0257195716|0.0232443706|0.0407021177
-0.021038121965059|-3.36248935757419|-3.46822909398916|-2.4811208980931|-0.881368459481088|-0.0019|0.00800000000000001|-0.0023452381|0.0110728257|0.7555884634|0.0130073951|0.0745|0.0726|-0.0054164637|0.0220583225|0.0403892346
-0.0684008676093908|-3.30761052228936|-3.34489359568381|-2.41962356657806|-0.887986955711303|-0.00130000000000001|0.00609999999999999|0.0045986781|0.0069811924|0.8151840129|0.0103999361|0.0796|0.0783|-0.0395682217|0.0330260399|0.0397345136
-0.267665933610468|-3.20158432775814|-3.2903190251793|-2.28643710658606|-0.915147221172076|0.00219999999999999|0.00800000000000001|-0.0429041552|0.0061281912|0.8601587717|0.0080278099|0.079|0.0812|-0.0088710904|0.0264299066|0.039072091
0.10949912610784|-2.87351742634118|-3.17619509375332|-1.9422969175695|-0.931220508771679|0.00309999999999999|0.00940000000000001|-0.0287824124|0.0175202984|1.1354401435|0.0052158229|0.0806|0.0837|-0.0019757282|0.0324904108|0.0380829308
0.224911947280951|-2.94677542882746|-2.87073578337931|-2.04278222476371|-0.903993204063749|0.0045|0.0174|-0.00533167350000001|0.0174132307|1.1200181747|0.0088459547|0.0715|0.076|0.0983078576|0.0242909277|0.0365478746
0.157678986640424|-3.12297691593858|-2.92751761222305|-2.28900213663597|-0.833974779302603|0.0275|0.0181|0.0393494818|0.0085989257|0.9724663152|0.0205264514|0.0549|0.0824|0.0082363602|0.0154015525|0.0339079022
-0.0992447934337768|-3.24484301764387|-3.11213670138571|-2.48144589440692|-0.763397123236948|0.0279|0.0185|0.0040168709|0.0054742662|0.8498390198|0.0230124543|0.0534|0.0813|0.0318904935|0.0176877447|0.0327341584
0.0991345153277881|-3.11823610437698|-3.24484301764387|-2.38028564680119|-0.737950457575783|0.022|0.0166|-0.0077003417|0.0058921585|0.9409482541|0.0279187466|0.0642|0.0862|-0.0250895198|0.0186069433|0.0327858686
0.153428251568437|-3.19900580399678|-3.12635522881548|-2.42748955632133|-0.771516247675452|0.0261|0.0177|0.0157576928|0.0042981484|0.876338851|0.0237094285|0.0544|0.0805|0.0764894577|0.0164573202|0.032831737
0.0365736936861809|-3.32686702358455|-3.19629209812518|-2.47377875906264|-0.853088264521908|0.0292|0.016|0.0100233789|0.0044654393|0.7840312172|0.0150701473|0.05|0.0792|0.0321090463|0.0072071453|0.033175868
0.032473609188262|-3.3226606316635|-3.30807452423518|-2.42245603754097|-0.900204594122531|0.0266|0.0127|-0.0034410866|0.0029152361|0.7814276312|0.0189231854|0.0541|0.0807|0.0064797684|0.0154816235|0.0333003421
0.0470545243713293|-3.3081703078724|-3.29900644076561|-2.39970230167945|-0.908468006192946|0.0273|0.0102|0.0116985216|0.0021223987|0.7913632737|0.0237815187|0.0508|0.0781|0.0439860164|0.0146605324|0.0337443782
